line,label,,
"War has its place on the shield,",1,,
examples of Greek alphabetic writing can be dated.,1,,
Agamernnon- {/,1,,
BOOK,0,,
"But now, look, he gives you a trove of treasures right away, and vows there are more to follow.",1,,
And the winning hero Atrides gave his own prize to his herald Talthybius-the king's burnished trophy.,1,,
"Then back over her brow she draped her headdress, fine fresh veils for Hera the queen of gods, their pale, glimmering sheen like a rising sun, and under her smooth feet she fastened supple sandals.",1,,
"THAUMACIA (thaw·may'-sha): city in Tbessaly, in the kingdom of Philoctetes, 2.817.",0,,
give out orders to every man in sight.,1,,
"For the armies' good the seer began to speak:""Achilles, dear to Zeus ...",1,,
690,0,,
"depends on the produce of the surrounding plain, which is rich plowland",1,,
390,0,,
.,1,,
"Back, come back!",1,,
520,0,,
It seems clear from the casual.,1,,
HERACLES (her'-a-kleez): son of Zeus and Alcmena.,0,,
"All that flow from the crests of Ida down to breaking surf, the Rhesus and the Heptaporus.",1,,
The fighters loosed their sweating teams from the yokes.,1,,
448,0,,
810,0,,
"the line and case determines whether they are ""black,"" ""round,"" ""sea-",1,,
This was of course how the songs of the illiterate Yugoslav,1,,
BOOK 10:,0,,
"And Achilles stared WIth all his might, dazzled, disgusted too, and addressed his own great heart: ""Impossible-look, a marvel right before my eyes!",1,,
"he spurns you, spurns all your gifts.",1,,
into one mouth and nine days hurledtheirflood against the wall,1,,
What is he doing in the Achaean camp?,1,,
"TROJANS (troh' -junz): people of the Troad and the allles ofTroy arrayed against the Achaeans, 1.180.",0,,
even,1,,
"battling heart in his chest freezes tight and the big cat, all reluctance.",1,,
"helmet: ""a helmet made of leather / ...",1,,
Charge!,1,,
Never once did you arm with the troops and go to battle,1,,
"Back they came, trailing along the shipways, all who had taken wounds from the sharp bronze, Diomedes, Odysseus, and Atreus' son Agamemnon.",1,,
===,0,,
BOOK,0,,
"Seeger Fellowship, first to begin the",1,,
it is the exclusive form assumed by ancient Greek culture from its be-,1,,
THE ILIAD,0,,
"But it's man-killing Hector calling his Trojans on, his war cries crashing round me, savage cries of his Trojans sweeping the whole plain, victors bringing the Argive armies to their knees.",1,,
I warn you both-so help me it's the truth- no more grooming for you at Nestor's hands!,1,,
"if fight we must."" The swift runner Achilles reassured him quickly: ""All will be done, old Priam, as you command.",1,,
"cutting them down or selling them off as slaves, shipped to islands half the world away ...",1,,
"He isimprovising, along known lines,",1,,
170,0,,
HARMON (har' -mon): Trojan blacksmith.,0,,
680,0,,
"PROTHOUS (pro'-thoh-us):Achaean, son of Tenthredon, commander of the Thes- salians from Magnesia, 2.859.",0,,
"One you killed in the ranks of frontline fighters, noble Polydorus, ran him down with your lance and a gruesome death awaits me here and now- no hope of escape for me.",1,,
"But Iasus became a captain of Athens' troops, Sphelus' son he was called and Bucolus' grandson.",1,,
750,0,,
THE ILIAD,0,,
530,0,,
"the splendor of heroes, and he shot up like a young branch, like a fine tree I reared him-the orchard's crowning glory- but only to send him offin the beaked ships to Tray to battle Trojansl Never again will I embrace him striding home through the doors of Peleus' house.",1,,
BOOK 16:,0,,
"and pressed by hunger the boy goes up to his father's old companions, tugging at one man's cloak.",1,,
"STHENELUS (sthen'-t·lus): (1) Achaean, son of Capaneus.",0,,
554,0,,
"I'll never run from his grim assault, I'll stand up to the man-see if he bears off glory or I bear it off myself!",1,,
"By whom, for whom, and how and in what cir-",1,,
"you hear?- Patroclus, master horseman- not till you've slashed the shirt around his chest and soaked it red in the blood of man-killing Hector!' So he must have commanded-you maniac, you obeyed."" .Struggling for breath, you answered.",1,,
READING 1.,0,,
"the rites for us and calm the god yourself.""",1,,
"AGAMIlDE (a-ga-mee'-dee): wife of Mulius, daughter of Augeas, king of tile ~peans, 11.880.",0,,
If Achillesfails to learn all this from our own immortal voices he will quail when a god attacks him face-to-face.,1,,
260,0,,
BOOK 23:,0,,
HOMER:,0,,
"capable of superhuman greatness, that there are some human beings",1,,
The lines combine,1,,
"SOLYMI (so'<li-meye): tribe in Asia Minor, opposed by Bellerophon.",0,,
What good would protest do?,1,,
630,0,,
"in 1488, was composed in type that imitated contemporary Greek hand-",1,,
the white-armed goddess Hera sped her down:Hera loved both men and cared for both alike.,1,,
THE ILIAD,0,,
rest content with the fact that a great poet marshaled the resources of,1,,
"ATHENIANS (a-thee'-ni-unz): 2.643, people of ATHENS (a'-thenz), the city of Er- echtheus, in Attica, east central Greece, 2.637.",0,,
750,0,,
immortalized in lyric poetry.,1,,
2.620.,0,,
"Patroclus he holds a magnificent funeral, complete with athletic contests",1,,
"Ischia off the coast of Naples in the west, are dated, by their archaeo-",1,,
640,0,,
"father of the Achaean Euchenor, 13.764.",0,,
"BOOK 5, Buaernon's son Eurypylus cut down brave Hypsenor, .",1,,
"Greek, a very archaic stage of the language that had some close cor-",1,,
No coward's work.,1,,
"But when they spun their appeals before us all, Menelaus spoke out quickly-his words racing, few but clear as a bell, nothing long-winded [/ or off the mark, though in fact the man was younger.",1,,
whirling in leaping handsprings.,1,,
A crier put a staff in his hands and called for silence.,1,,
centuries additions were made-a theory of accretion.,1,,
2.989.,0,,
See note 8.554.,0,,
"FIFTEEN The Achaean Armies at Bay Back through jutting stakes and across the trench they fled, and hordes were cut down at the Argives' hands-the rest.",1,,
"PITYEA ipi-ti-ee'-a]: city on the Hellespont northeast of Troy, 2.940.",0,,
"But at last a cohort marked the driver's straits, Alcimedon the son of Laerces, Haemon's grandson coming behind the chariot, shouted out, ""Automedonl What god has put such a tactic in your head?",1,,
tablet ...,1,,
587,0,,
300,0,,
"They skinned the animal quickly, butchered the carcass, expertly cut the meat into pieces, pierced them with spits, roasted them to a turn and pulled them off the fire.",1,,
freestanding capital letters without word division-the standard writing,1,,
"(2) Achaean, charioteer of Antilochus, 17.786.",0,,
560,0,,
B syllabary-eighty-seven signs for different combinations of consonant,1,,
THE ILIAD,0,,
"the Iliad so far, but not Achilles.",1,,
550,0,,
(2) Father of the Trojan Archeptolernus.,0,,
"PELEUS (peel'-yoos): son of Aeacus, king of the Myrmidons, father of Achilles by Thetis, 1.1.",0,,
"But along the shore as battle lines of breakers crashed and dragged, Achilles lay down now, groaning deep from the heart, near his Mynnidon force but alone on open ground where over and over rollers washed along the shore.",1,,
"Hard as you scan the lines, there's no more telling from which side we're harried- carnage left and right.",1,,
530,0,,
0,0,,
From the polished wagon they lifted the priceless ransom brought for Hector's corpse but they left behind two capes and a finely-woven shirt to shroud the body well when Priam bore him home.,1,,
But this appeal.,1,,
"for your country-"" he says, ""that is the best.",1,,
"But now that he's tom my honor from my hands, robbed me, lied to me-don't let him try me now.",1,,
As in Achilles (a-kif' -eez).,1,,
"Hector looked up, saw him, started to tremble, nerve gone, he could hold his ground no longer, he left the gates behind and away he fled in fear- and Achilles went for him, fast, sure of his speed as the wild mountain hawk, the quickest thing on wings, launching smoothly, swooping down on a cringing dove and the dove flits out from under, the hawk screaming over the quarry, plunging over and over, his fury driving him down to beak and tear his kiIl- so Achilles flew at him, breakneck on in fury with Hector fleeing along the walls of Troy, fast as his legs would go.",1,,
the gifts of the gods.,1,,
eo-commander of the Halizonians.,0,,
"True, Athena held her peace and said nothing ...",1,,
10.599.,0,,
"Reaching the front, they climbed down from the chariot, onto the earth that feeds us all, and into the space between Achaean and Trojan lines they marched.",1,,
"You two were busy over the carcass, carving meat when we both appeared and stood at the broad doors.",1,,
THE GREAT GATHERING OF ARMIES,0,,
"That very moment the son of Cronus seized his storm-shield- rippling and flaring bright-and shrouding Ida in dark clouds, loosed a bolt with a huge crack of thunder, shook the shield, gave the Trojans triumph and routed fear-struck Argives.",1,,
putting off the work the god puts in our hands.,1,,
"the hardy wife of Sthenelus, Perseus' own son, was about to bear her child, but only seven months gone.",1,,
"PYLARYES tpi-lar'-teezs: (1) Trojan kJlled by Great Ajax, 11.579.",0,,
469,0,,
a realization that the life and death dedicated to glory is a,1,,
pered once ...,1,,
"DULlCHION (dew-li'-ki-on): island off western Greece in the kingdom of Meges, 2.718.",0,,
"The old man cried, pitifully, hands reaching out to him, ""Oh Hector!",1,,
656,0,,
So,1,,
480,0,,
extreme of Aristotle's alternatives-e-a beast:,1,,
warm wife.,1,,
"As the East and South Winds fight in killer-squalls deep in a mountain valley thrashing stands of timber, oak and ash and comel with bark stretched taut and hard and they whip their long sharp branches against each other, a deafening roar goes up, the splintered timber crashing- so Achaeans and Trojans crashed, hacking into each other, and neither side now had a thought of flight that would have meant disaster.",1,,
MARAUDING THROUGH THE NIGHT,0,,
"And there in the midst Achillesstood like the god of war, urging his charioteers and fighters bracing shields..",1,,
"And the winds swung round and headed home again, over the Thracian Sea, and the heaving swells moaned.",1,,
"Like Zeus's bolts when the lord of bright-hatred Hera flashes lightning, threatening to loose torrential rain or pelting hail or snow when a blizzard drifts on fields-or driving on, somewhere on earth, the giant jaws of rending war- so thick-and-fast the groans came from Atrides, wrenching his chest, heaving up from his heart and rocked his very spirit to the core.",1,,
h,0,,
130,0,,
"Zeus, Father Zeus, they say you excel all others ...",1,,
"At once Menestheus sped a herald to Ajax: ""Run for it, quick one, call Great Ajax here- both of them, better yet, that's best of all.",1,,
2.841.,0,,
like a goddess scorned.,1,,
490,0,,
"Not that they would hide him out of friendship, even if someone saw him- all of them hated him like death, black death.",1,,
BATTLING FOR THE SHIPS,0,,
"Back you'll slink to our fast ships tomorrow, playing the spy again or fighting face-to-face.",1,,
All this- I would extend to him if he will end his anger.,1,,
"At last Hector grappled a ship's stern, a beauty built for speed- it swept the seas with Protesilaus, bore him to Tray but never bore him back to his fatherland again.",1,,
"of the Iliadwere older than others, they should contain linguistic features",1,,
"""9 l""evmiblt chaos: because Zeus's promise to Thetis would have been bro- ken, the will ofZeus thwarted.",1,,
Achilles to relent.,1,,
"son of magnanimous old Nestor, leapt to his feet and lodged a formal protest: ""Achilles-I'll be furious if you carry out that planI Do you really mean to strip me of my prize?- so concerned that his team and car were wrecked.",1,,
"I tell you, [/ down to the mighty gates but thrilled at heart- look at the escort I have sent him for the journey!"" The more he gloried.",1,,
EVSSORUS (yoo-sor' -us): Trojan.,0,,
DIOMEDES FIGHTS THE GODS,0,,
"Cluster round Patroclus, shoulder-to-shoulder, fight them at close range!"" At the giant's command the earth ran red with blood, slithering dark now and the soldiers' corpses tumbling thick-and-fast, Trojans and breakneck aIlies piled alongside Argives- how could the Argivesfight without some bloody losses?",1,,
strapped by thongs to his chariot's outer rail.,1,,
And he begins to relent.,1,,
70,0,,
the embarrassed pleas of Agamemnon?,1,,
THE ILIAD,0,,
80,0,,
now at thundering cliffs she loosed her vibrant cry.,1,,
101,0,,
210,0,,
"Lattimore, Deborah Nourse.",0,,
Think what a staunch support Sarpedon was to you and to all Tray while the man was still aliveI Now you lack the daring to save him from the dogs.,1,,
THE GREAT GATHERING OF ARMIES,0,,
"PERlPHETES (pe-ri·fee'-teez): (1) Trojan ki:~ed by Teucer, 14.602.",0,,
man-to-man again?,1,,
630,0,,
"Up with the war cries, all together!",1,,
"but I tell you this, and there's anger in my threat: if ever-against my will and Athena queen of armies, Hera and Hermes, and the god of fire Hephaestus- if Zeus ever spares the towering heights of Troy, if he ever refuses to take her walls by force and give the Argive troops resounding triumph, let Zeus know this full well- the breach between us both will never heal!"" A sharp tremor and the massive god of earthquakes left Achaea's lines, into the surf he dove and heroes missed him sorely.",1,,
420,0,,
What does he really want?,1,,
"[/ This powerful Hector will never quit the fighting, not till swift Achilles rises beside the ships that day they battle against the high stems, pinned in the fatal straits and grappling for the body of Patroclus, So runs the doom of Zeus.",1,,
or mostly so.,1,,
900,0,,
640,0,,
"But riding on with Hector Cebriones saw the Trojan rout and shouted, ""Hector!",1,,
"But here's the grief that cuts me to the quick: one day this Hector will vaunt among his Trojans, 'Diomedes ran for his ships-I drove him back!' So he'll boast, I know- let the great earth gape and take me down that dayl"" But the noble horseman Nestor shouted back, ""Nonsense, steady Tydeus' son-such loose talk!",1,,
"PHI A tfeye'-s): city in the western Peloponnese, on the border between Arcadia and Pylas.",0,,
"And the first one she roused was Atreus' son powerful Menelaus-he stood right at hand- she took the build and tireless voice of Phoenix: ""Yours is the shame, Atrides.",1,,
He called Talthybius and Eurybates briskly.,1,,
.,1,,
He is a man who appears most himself in his relationships,1,,
"He's made a slaughter, I tell you.",1,,
So they labored to haul Patroclus from the war.,1,,
the Cicones' captain Mentes.,1,,
THE EMBASSY TO ACHILLES,0,,
"glistening worms will Wriggle through your flesh, once the dogs have had their fill of your naked corpse- though we have such stores of clothing laid up in the halls.",1,,
"Any straggler I catch, hanging back from the fleet.",1,,
weight throwing and an,1,,
standing idle.,1,,
And across the onslaught Zeus swept murderous night to make the pitched battle over his own dear son a brutal.,1,,
"True, Zeus shrank from doing a thing to outrage rushing Night.",1,,
(2) Trojan killed by Great Ajax.,0,,
So he proposed,1,,
"Next the Locrians led by racing Ajax, son of Oileus.",1,,
Don't hold me back.,1,,
THE ILIAD,0,,
"Now let no fighter be turned back to the ships, not with his captain's orders ringing in his ears- keep pressing forward, shouting each other on!",1,,
All this had a bearing on the problem.,1,,
"Squeezing the nock and string together, drawing the gut back to his nipple, iron head to the handgrip till he flexed the great weapon back in a half-drcle curve- the bow sprang!",1,,
"tragic force of the Iliad is that the city of Troy is doomed, doomed 10 go",1,,
36,0,,
"(3) Trojan killed by Leonteus, 12.223.",0,,
"Is there, in fact, in Homer any fully",1,,
the rest of my brothers perished in that rout.,1,,
It seems in fact to be a return to the idea of,1,,
"Flying before them now like clouds of crows or starlings screaming murder, seeing a falcon dive in for the kill, the hawk that wings grim death at smaller birds- so pursued by Aeneas and Hector Argive fighters raced, screaming death-cries, lust for battle lost 85\.",1,,
"FUNER""AL GAMES FOR PATROCLUS But Agamemnon's followers grouped together now and as they approached Achilles the din and trampling of their feet awoke him.",1,,
"Till I can return to Troy and tell them all, the old counselors, all our wives, to pray to the gods and vow to offer them many splendid victims."" As Hector turned for home his helmet flashed and the long dark hide of his bossed shield, the rim running the metal edge, drummed his neck and ankles.",1,,
one the Achaeans must obey ...,1,,
601,0,,
exploration of these questions (no one can promise a complete and,1,,
"And what's laid up for me, what pittance?",1,,
349,0,,
600,0,,
"Not that Sarpedon yielded all the way, never, his heart still raced with hopes of winning glory, whirling, shouting back to his splendid Lycians, ""Lycians-why do you slack your fighting-fury now?",1,,
"They grouped on the meeting grounds, morale broken.",1,,
"Never a thought of death weighs down your spirit now, yet death is right beside you ...",1,,
was,1,,
100,0,,
"""You talk offood?",1,,
So now you listen too.,1,,
340,0,,
.,1,,
"Enjoy it, all of it-return to your own native land, safe and sound ...",1,,
No explanation is offered and as the ambassadors leave on their,1,,
Aethra.,1,,
BOOK 17:,1,,
THE ILIAD,0,,
250,0,,
"flies, which will breed worms.",1,,
the Trojans in their turn are thrown back.,1,,
"Hungry as wolves that rend and bolt raw flesh, hearts filled with battle-frenzy that never dies- off on the cliffs, ripping apart some big antlered stag they gorge on the kill till all their jaws drip red with blood, then down in a pack they lope to a pooling, dark spring, their lean sharp tongues lapping the water's surface, belching bloody meat, but the fury, never shaken, builds inside their chests though their glutted bellies burst- so wild the Mynnidon captains, Myrmidon field commanders // swarming round Achilles' dauntless friend-in-arms.",1,,
and once he had leveled the Argives' mighty wall,1,,
"it seems, that if Homer was a performer.",1,,
2.610.,0,,
"from the Odyssey, for example, on vases dated in the 670s.",1,,
"strife, yes, and battles, the bloody grind of war.What if you are a great soldier?",1,,
launched on its long and complicated career.,1,,
"Hector far in the lead, bristling in all his force like a hound that harries a wild boar or lion- hot pursuit.",1,,
"his hands, invincible hands.",1,,
[ A deathless goddess-so she strikes our eyes!,1,,
"down to extinction, replaced by the new spirit of Athenian democracy.",1,,
{I / HERA OUTFLANkS ZEUS and her hean filled with loathing.,1,,
"What bad luck- to snatch this curved bow oft'its peg that day I marched my Trojans hard to your lovely town of Troy, to please Prince Hector.",1,,
"So all day long for the men of war the fighting raged, grim and grueling.",1,,
760,0,,
"why, you could be my son, my youngest-born at that, though you urge our kings with cool clear sense: what you've said is right.",1,,
"SUGGESTIONS FOR FURTHER READING Bremer, J.",0,,
marry her off to you if you'll just help us raze the walls of Troy.,1,,
"A crack of the whip- the goddess Hera lashed the team, and all on their own force the gates of heaven thundered open, kept by the Seasons, guards of the vaulting sky and Olympus heights empowered to spread the massing clouds or close them round once more.",1,,
But Phoebus Apollo spotting her from Pergamus heights-the god grim set on victory for the Trojans-rose to intercept her .,1,,
But when the Iliadopens she has already come to realize,1,,
THE ILIAD,0,,
"heroes of Charlemagne's army a place among the blessed, a promise",1,,
"Yugoslavia, for example, was flawed.",1,,
"his sons are orphans and he, soaking the soil red with his own blood, he rots away himself- more birds than women flocking round his body!"" So he yelled and the famous spearrnan Odysseus rushed in close and reared up to shield him.",1,,
"CRETHON (kree'sthon): Achaean, son of Diodes, killed by Aeneas, 5.624.",0,,
"hundred years, not more, before his own time; that would put him in",1,,
363,0,,
"(4) Trojan, father of Tros (2), 20.523.",0,,
carried offa woman far from her distant shores.,1,,
.,1,,
750,0,,
BOOK,0,,
"Whitman, Cedric H.",0,,
There was a Trojan.,1,,
PRONOUNCING GLOSSARY,0,,
HELLESPONT (hel' -e-sponti: strait between the Troad and Thrace (the Darda- nelles).2.957.,0,,
130,0,,
559,0,,
510,0,,
"omissions, contrasts, variations and juxtapositions.",1,,
"Not with honor- you, the finest men in all our ranks ...",1,,
AZEUS (az'·yoos): father of Actor (1).2.603.,0,,
But now the Father gave it over to Hector to guard his head in war since Hector's death was closing on him quickly.,1,,
What wild desire brings you here from Olympus?,1,,
"Anyone of the gods, Hesiod tells us (Theogony ), who pours a libation of the river's water and swears falsely is paralyzed for one year and for nine years after that is exclu4cd from the feasts and assemblies of the gods.",1,,
.,1,,
Achillestook the old,1,,
AGAMEMNON'S DAY OF GLORY,0,,
"Athena seizes Achilles by the hair just as he draws his sword, but",1,,
"L1CYMNIUS (li-sim'<ni-usv: uncle of Heracles, killed by his great-nephew Tlepo- lemus.2.759.",0,,
.,1,,
have proved useful.,1,,
"Both down but Menelaus pitied them both, yes, and out for blood he burst through the front, helmed in fiery bronze, shaking his spear, and Ares' fury drove him, Ares hoping to see him crushed at Aeneas' hands.",1,,
his armor dashed around him.,1,,
"some mortal man, some prophet staring into the smoke.",1,,
"Why, even now Athena was speeding the fatal day when he would fall to the power of great Achilles.",1,,
(),1,,
They are the personification of those mysterious forces which through,1,,
The citizens of Athens in the great,1,,
"D10MEDES tdeye-o-mee'-deezl: Achaean.son of Tydeus, king of Argos.",0,,
BOOK 15:,0,,
"You glory over it too-making his wife a widow lost in the depths of their new bridal chamber, bringing his parents cursed tears and grief.",1,,
110,0,,
"We are the closest to the dead, we'll see to all things here.",1,,
"ARIMA (a'-ri-ma): region in Cilicia where the monster Typhoeus lies buried, 2.891.",0,,
Lord's objection to,1,,
"You have covered it all fairly, point by point.",1,,
"cording to the length of the Latin (or Greek) syllable, and the reader",1,,
"phoclean stage; his stubborn, passionate devotion to an ideal image of",1,,
"Never- even if Zeus's wrath does not strike home at once, he'll strike in his own good time with greater fury.",1,,
"A shudder swept all ranks, Trojans and Argives both, terror-struck by the shriek the god let loose, Ares whose lust for slaughter never dies.",1,,
700,0,,
"do with, for example, whether Achilles is ""brilliant"" or ""SWift-footed""",1,,
ferently.,1,,
"For mighty Heracles came against us years before, he ground our lives out, killing offour best.",1,,
"But Achilles went for Paeonians, helmets plumed, still running in panic along the river's rapids once they saw their finest fall in the onslaught, //",1,,
4.441.,0,,
(),1,,
records of,1,,
Nestor the noble old horseman led those troops in ninety sweeping ships lined up along the shore.,1,,
Your pleading repels me now.,1,,
290,0,,
"Look- one of the gods comes up beside me, tells me Zeus the supreme commander still impels us all in battle.",1,,
GANYMEOE,0,,
"quick, ambidextrous"" hurled both spears at once-one shaft hit the shield, no breakthrough, the shaft could not smash through, the gold blocked it, forged in the god's gift.",1,,
trusting his heavy hand but failed to pierce the glittering belt.,1,,
"his audience, and Hera's motive for hating Troy, the insult to her beauty,",1,,
"""the long-haired Achaeans""-kare komoontes Achaioi (not ""strong-",1,,
"but that change of mind comes late, in Book 20.",1,,
241,0,,
THE ILIAD,0,,
"And you must hug it close as you haul your team and chariot round but you in your tight-strung car, you lean to the left yourself, just a bit as you whip your right-hand horse, hard, shout him on.",1,,
"But now, I see, he only plotted brutal treachery: now he commands me back to Argos in disgrace, whole regiments of my men destroyed in battle.",1,,
"And now the two returned to the halls of mighty Zeus- Hera of Argos, Boeotian Athena, guard of armies, both had stopped the murderous Ares' cutting men to pieces.",1,,
But let this be my warning on your way:,1,,
"Awesome and quick to anger, the man who sent me here to find out who's been wounded, the one you've just brought in.",1,,
"Down from Olympus, what heroics stir your heart?",1,,
half man.,1,,
830,0,,
HOMER:,0,,
"Achilles' mighty heart was erupting now with slaughter- he loosed the iron rage of fire to consume them all and cried out, calling his dear friend by name, ""Farewell, Patrodus.",1,,
"Hector knew full well the tide of battle had turned but still stood firm, defending die-hard comrades.",1,,
"ages, the Iliad was history.",1,,
my gallant Trojans!,1,,
"Then lifting his rugged helmet he set it down on his brows, and the horsehair crest shone like a star and the waving golden plumes shook",1,,
480,0,,
BOOK I:,0,,
This does not mean that Homer was a poet known only to scholars,1,,
"You'll die of shame if the dogs of Ilium make Patroclus ripping sport."" And the quick Oilean Ajax heard him clearly, first on the run along the fighting front to meet him- Idomeneus after him and Idomeneus' good aide, Meriones, a match for the butcher god of war.",1,,
"Ajax suddenly spun a glinting spear at Polydamas, fast.",1,,
PRONOUNCING,0,,
clasps Achilles' knees,1,,
580,0,,
"troyed the dearest lifeI know"" ().",1,,
52.) The Greeksbelieved that Zeus was the protector and champion of suppliants.,1,,
"HIPPODAMIA (hi-po-da-meye'-a): (1) wife of Pirithous, mother of the Achaean Polypoetes, 2.844.",0,,
"She was weaving at her loom, deep in the high halls, working flowered braiding into a dark red folding robe.",1,,
"He envisaged a Homer, an oral bard at the height of his powers,",1,,
"Back he fell to his massed companions, dodging death, his hand dangling, dragging the long ashen shaft.",1,,
"Or under my own roof I may not spare your life, old man-",1,,
110M~R:,0,,
But you won't lift a hand to fight beside them.,1,,
980,0,,
he has not touched her.,1,,
"Hephaestus gave it la Cronus' son, Father Zeus, and Zeus gave it to Hermes, the giant-killing Guide and Hermes gave it to Pelops.",1,,
one book every so-called Analyst agrees must be a late addition to the,1,,
940,0,,
"useless, bronze head bounding away, clanging along the ground.",1,,
AGAMEMNON'S DAY OF GLORY,0,,
"// Who could deny your nerve there, your fighting hands?",1,,
620,0,,
720,0,,
so he claimed.,1,,
740,0,,
"Though the dead forget their dead in the House of Death, I will remember, even there, my dear companion.",1,,
"Not for Priam but for his own aged father, to whose memory Priam had",1,,
"EUR\,Al.lJ5 (yoo-reye'-a-lun: Achaean.",0,,
Simpson.,1,,
I:':,0,,
1.80.,0,,
"to a long life; any diminution of that glory, any hint that he is not the",1,,
"Else for a good long while I'd have felt the pain, writhing among the corpses there, or soldiered on, weak as a breathless ghost.",1,,
Nor did Paris linger long in his vaulted halls.,1,,
"The troops were sleeping, weary from pitching camp, their weapons piled'beside them on the ground, three neat rows of the burnished well-kept arms and beside each man his pair of battle-horses.",1,,
"""War-l know it well, and the butchery of men.",1,,
is something left.,1,,
BOOK 11:,0,,
"If the Trojans had that courage, unswerving courage that fires men who fight for their own country, beating their enemies down in war and struggle, then we could drag Patroclus back to Troy at once.",1,,
Not now.,1,,
murmur to each other praise for her,1,,
880,0,,
"TRACHIS (tray'·kis): city in the Pelasgian Argos, near the Spercheus River in the kingdom of Peleusand Achilles, 2.778.",0,,
Some stronger wall to shield our men from disaster?,1,,
"The prince himself went wading into the front lines, his hopes soaring, and down he hurled on the fray like a sudden killer-squall that blasts down on the dark blue sea to whip and chop its crests.",1,,
"Almost a century before this, the Neapolitan philosopher",1,,
his armor clanged against him.,1,,
16.814.,0,,
"Lloyd-Jones, Sir Hugh.",0,,
40,0,,
"They'd never disengage from Automedon, not without some bloodshed.",1,,
PHERES (fee'.reez): father of Adrnetus.,0,,
"HELlOS (hee'-/i-os): the Sun, 3.331.",0,,
fIJI-S8l But we can spur the rest of them into battle.,1,,
"""1 think they will grovel at my knees, lour Achaean comrades begging",1,,
"According to legend, Paris is either assisted by Apollo-who guides a fatal arrow to Achilles' right heel.",1,,
Thundering Zeus has spread his hands above her ...,1,,
because we have not yet seen Achilles in battle.,1,,
Location u n cerrasn..,0,,
"the blood running in the streets, old Priam butchered at the altar.",1,,
Briseis remained untouched within my tents.,1,,
.,1,,
BOOK 11:,0,,
"But if you're a man who eats the crops of the earth, a mortal born for death-here, come closer, the sooner you will meet your day to die!"" The noble son of Hippolochus answered staunchly, ""High-hearted son of Tydeus, why ask about my binh?",1,,
BOOK 13:,0,,
"The rascal doubled over, tears streaking his face and a bloody welt bulged up between his blades, under the stroke of the golden scepter's studs.",1,,
"Over his corpse no letup, the fighters kept on thrusting whetted spears, locked in endless struggle, cutting each other down.",1,,
"and 1, I give the man no care as he grows old",1,,
40,0,,
too late.,1,,
"IlJZ-59j He rushed at the maenads once, nurses of wild Dionysus, scattered them breakneck down the holy mountain Nysa.",1,,
Achilles went for Asteropaeus fresh from the ford.,1,,
"This one has no steadiness in his spirit, not now, he never will ...",1,,
2.610.,0,,
"PHARIS (fay'-ris): aty in Lacedaemon, 2.674.",0,,
"tinian coast, reached every island and harbor ofthe Mediterranean Sea.",1,,
set them free and around them poured a dense mist.,1,,
"always bringing word of mighty Zeus's plans, but not this time.",1,,
"killed by Diomedes, 5.179.",0,,
BOOK 21.,1,,
450,0,,
"So up now, Hector- command your drivers here in all their hundreds to lash their plunging teams at the hollow ships.",1,,
elaborate.,1,,
where the line numbers of the Greek text will be found at the top of every page.) 1.1 Goddess: the Muse who personifies the inspiration for epic poetry.,0,,
And Zeus can,1,,
"At last Phoenix the old charioteer spoke out, he burst into tears, terrified for Achaeas fleet: ""Sail home?",1,,
"gasping, hurled from his bolted car facefirst, head and shoulders stuck in a dune a good long time for the sand was soft and deep-his lucky day- till his own horses trampled him down, down flat as Antilochus lashed them hard and drove them back to Achaea's waiting ranks.",1,,
380,0,,
during the early years of its appearance on the scene), in Book 23 a,1,
880,0,,
"A chariot-maker fells it with shining iron ax as timber to bend for handsome chariot wheels and there it lies, seasoning by the river ...",1,,
"AEGIUPS (ee'-ji-lips): city or vicinity in the kingdom ofOdysseus, 2.727.",0,,
Let him bow down to me!,1,,
{288-3/6/,0,,
"After the burning of the pyre, the hero's",1,,
"But one man, Thersites, still railed on, nonstop.",1,,
H.,1,,
diving for oysters!,1,,
"Like him to the life, the deadly Archer taunted, ""Hector, what Achaean will ever fear you now?",1,,
320,0,,
"Now they could make out Hector lord of the war cry, all his troops, squads in reserve and clear of battle, .",1,,
The driver Eurymedon freed the old man's team.,1,,
"Now look what a wretched death I'm doomed to suffer, trapped in this monstrous river like some boy, some pig-boy swept away, trying to ford a winter torrent in a storm!"" Quick to his cry Poseidon and Pallas moved in dose, stood at his shoulder now and taking human form, grasped him hand-to-hand.",1,,
"That's what I propose."" And Agamemnon the lord of men could not resist.",1,,
160,0,,
"Now he'd veer from the Trojan melee in a flash then dart back in a charge, pursuing mobs of men but he could not kill the ones he rushed in force- no way for him now, alone in the hurtling car, to lunge with a spear and still control those racers.",1,,
"""AhHector.",1,,
"relying on a huge stock of formulaic phrases, lines and even whole",1,,
take a ransom worth our lives!,1,,
"First he shot into flames and burned the plain, ignited hordes of corpses, squads Achilles slaughtered- he scorched the whole plain and the shining river shrank.",1,,
NOTES ON THE TRANSLATION,0,,
"Then down he went himself to his treasure-chamber, high-ceilinged, paneled, fragrant with cedarwood and a wealth of precious objects filled its chests.",1,,
But where are they now?,1,,
"Instead of sending a herald, he has brought",1,,
